331
-7.823163	2.010794	-0.809787
-7.726786	1.982151	-0.815195
-7.632920	1.955385	-0.820560
-7.544657	1.932519	-0.825781
-7.464393	1.914811	-0.830785
-7.393225	1.902153	-0.835555
-7.330505	1.892690	-0.840151
-7.273786	1.882904	-0.844710
-7.219315	1.868370	-0.849416
-7.162967	1.845092	-0.854458
-7.101337	1.811111	-0.859968
-7.032585	1.767759	-0.865970
-6.956736	1.719981	-0.872363
-6.875360	1.675380	-0.878935
-6.790806	1.642105	-0.885412
-6.705290	1.626249	-0.891513
-6.620189	1.629699	-0.897004
-6.535717	1.649279	-0.901725
-6.451049	1.677571	-0.905590
-6.364783	1.705091	-0.908589
-6.275566	1.722962	-0.910785
-6.182647	1.725102	-0.912311
-6.086207	1.709237	-0.913361
-5.987381	1.676596	-0.914150
-5.888065	1.630721	-0.914852
-5.790622	1.576020	-0.915517
-5.697622	1.516607	-0.916004
-5.611651	1.455642	-0.915943
-5.535101	1.395120	-0.914755
-5.469842	1.335937	-0.911734
-5.416739	1.278098	-0.906169
-5.375191	1.220980	-0.897479
-5.342919	1.163634	-0.885303
-5.316203	1.105141	-0.869574
-5.290512	1.045009	-0.850571
-5.261301	0.983559	-0.829003
-5.224715	0.922188	-0.806070
-5.178047	0.863366	-0.783438
-5.120013	0.810268	-0.763030
-5.050997	0.766035	-0.746641
-4.973340	0.732860	-0.735438
-4.891564	0.711223	-0.729563
-4.812183	0.699625	-0.728007
-4.742781	0.694978	-0.728866
-4.690303	0.693508	-0.729896
-4.658948	0.691811	-0.729179
-4.648434	0.687670	-0.725652
-4.653443	0.680375	-0.719324
-4.664704	0.670521	-0.711123
-4.671445	0.659433	-0.702477
-4.664357	0.648484	-0.694808
-4.637995	0.638571	-0.689117
-4.591777	0.629913	-0.685802
-4.529344	0.622193	-0.684718
-4.456759	0.614961	-0.685409
-4.380351	0.608102	-0.687398
-4.304990	0.602180	-0.690409
-4.233262	0.598457	-0.694467
-4.165543	0.598528	-0.699843
-4.100709	0.603576	-0.706880
-4.037094	0.613481	-0.715755
-3.973316	0.626095	-0.726273
-3.908775	0.637103	-0.737787
-3.843751	0.640706	-0.749308
-3.779172	0.631117	-0.759769
-3.716205	0.604453	-0.768377
-3.655828	0.560315	-0.774904
-3.598498	0.502383	-0.779805
-3.543967	0.437633	-0.784118
-3.491197	0.374434	-0.789164
-3.438353	0.320195	-0.796182
-3.382848	0.279442	-0.806012
-3.321539	0.252962	-0.818937
-3.251179	0.238187	-0.834705
-3.169177	0.230487	-0.852670
-3.074553	0.224786	-0.871960
-2.968732	0.216911	-0.891606
-2.855751	0.204391	-0.910623
-2.741594	0.186674	-0.928075
-2.632757	0.164971	-0.943150
-2.534476	0.141928	-0.955269
-2.449272	0.121249	-0.964163
-2.376353	0.107224	-0.969904
-2.312055	0.104028	-0.972844
-2.251092	0.114711	-0.973500
-2.188074	0.140042	-0.972453
-2.118758	0.177619	-0.970276
-2.040715	0.221790	-0.967502
-1.953388	0.264730	-0.964601
-1.857793	0.298535	-0.961943
-1.756124	0.317719	-0.959753
-1.651409	0.321162	-0.958064
-1.547200	0.312684	-0.956707
-1.447132	0.299852	-0.955331
-1.354315	0.291359	-0.953467
-1.270630	0.293873	-0.950609
-1.196188	0.309510	-0.946283
-1.129240	0.334905	-0.940099
-1.066673	0.362253	-0.931780
-1.004973	0.381989	-0.921193
-0.941323	0.386124	-0.908389
-0.874443	0.371026	-0.893621
-0.804869	0.338633	-0.877307
-0.734596	0.295748	-0.859905
-0.666216	0.251794	-0.841716
-0.601885	0.216025	-0.822690
-0.542506	0.195218	-0.802302
-0.487418	0.192576	-0.779580
-0.434721	0.207934	-0.753346
-0.382086	0.238849	-0.722656
-0.327744	0.281898	-0.687334
-0.271277	0.333698	-0.648424
-0.213892	0.391445	-0.608321
-0.158068	0.453042	-0.570438
-0.106661	0.516924	-0.538433
-0.061776	0.581729	-0.515227
-0.023838	0.645944	-0.502191
0.008777	0.707685	-0.498817
0.039367	0.764722	-0.502998
0.071916	0.814813	-0.511775
0.109856	0.856226	-0.522214
0.155076	0.888245	-0.532092
0.207509	0.911397	-0.540231
0.265437	0.927291	-0.546443
0.326316	0.938159	-0.551237
0.387780	0.946316	-0.555436
